Storm_Intensity,Latitude_NS,Longitude_EW,Min_Pressure
 HU, 37.7N,  35.1W,80
 HU, 38.7N,  33.9W,75
 HU, 39.9N,  32.5W,70
 HU, 41.1N,  31.1W,65
 TS, 42.8N,  29.0W,60
 TS, 45.7N,  25.3W,55
 TS, 49.0N,  21.0W,50
 TD, 25.7N,  96.6W,25
 TD, 26.8N,  97.2W,30
 TD, 28.0N,  97.5W,25
 TD, 29.8N,  97.4W,20
 TD, 32.0N,  97.0W,20
 TD, 26.8N,  55.3W,25
 TD, 26.9N,  56.1W,25
 TD, 27.0N,  57.0W,30
 TD, 26.9N,  57.9W,30
 TS, 26.7N,  58.5W,35
 TS, 26.6N,  58.9W,40
 TS, 26.5N,  59.4W,40
 TS, 26.5N,  59.8W,40
 TS, 26.5N,  60.0W,35
 TS, 26.5N,  60.2W,35
 TD, 26.5N,  60.4W,30
 TD, 26.6N,  60.6W,30
 TD, 26.7N,  60.8W,25
 TD, 26.9N,  61.0W,25
 TD, 13.0N,  82.0W,25
 TD, 13.4N,  82.0W,25
 TD, 13.8N,  82.0W,30
 TD, 14.2N,  82.0W,30
 TD, 14.6N,  82.1W,30
 TD, 15.0N,  82.3W,30
 TD, 15.4N,  82.7W,30
 TD, 15.8N,  83.1W,30
 TD, 16.2N,  83.3W,25
 TD, 16.6N,  83.4W,25
 TD, 17.0N,  83.0W,25
 EX, 35.0N,  60.0W,60
 EX, 35.5N,  59.5W,60
 EX, 36.1N,  59.0W,60
 EX, 36.6N,  58.8W,60
 EX, 36.8N,  59.1W,60
 EX, 36.3N,  59.7W,60
 EX, 35.3N,  60.3W,60
 EX, 33.8N,  60.5W,60
 SS, 32.1N,  60.5W,55
 SS, 30.5N,  60.4W,55
 SS, 29.1N,  60.2W,50
 SS, 28.3N,  59.7W,50
 SS, 28.0N,  58.8W,50
 SS, 28.2N,  57.3W,50
 SS, 29.2N,  55.6W,50
 SS, 30.6N,  54.3W,50
 SS, 31.9N,  53.6W,45
 SS, 33.1N,  53.0W,45
 TS, 34.1N,  52.0W,45
 TS, 35.1N,  50.0W,50
 TS, 36.0N,  48.2W,50
 TS, 37.2N,  46.6W,55
 TS, 39.1N,  45.0W,55
 EX, 41.0N,  43.0W,55
 EX, 43.4N,  40.0W,55
 EX, 46.1N,  37.0W,55
 EX, 49.0N,  34.0W,55
 EX, 52.5N,  31.3W,55
 EX, 56.0N,  30.0W,60
 EX, 58.5N,  29.5W,60
 EX, 60.0N,  29.0W,60
 EX, 61.0N,  28.3W,60
 EX, 61.6N,  27.0W,60
 EX, 61.9N,  24.5W,60
 EX, 62.0N,  20.0W,60
 EX, 62.2N,  15.0W,60
 EX, 62.8N,   9.5W,60
 EX, 63.5N,   4.0W,60
 EX, 64.5N, 358.5W,60
 EX, 65.5N, 354.5W,60
 EX, 66.4N, 352.0W,55
 EX, 67.3N, 350.0W,50
 TD, 33.5N,  75.5W,25
 TD, 34.0N,  75.2W,25
 TD, 34.5N,  74.8W,25
 TD, 35.2N,  74.3W,30
 TD, 35.9N,  73.7W,30
 TS, 36.7N,  72.9W,45
 TS, 37.6N,  71.8W,45
 TS, 38.5N,  70.1W,45
 TS, 39.6N,  68.3W,50
 TS, 40.7N,  65.9W,55
 TS, 41.8N,  63.0W,50
 TS, 43.1N,  59.5W,45
 TS, 44.7N,  56.3W,45
 EX, 46.5N,  53.0W,45
 EX, 47.6N,  49.6W,35
 TD, 29.0N,  92.0W,20
 TD, 29.4N,  93.0W,25
 TD, 29.8N,  94.0W,25
 TD, 30.2N,  95.0W,25
 TD, 30.5N,  96.0W,-99
 TD, 27.0N,  97.0W,20
 TD, 27.0N,  97.5W,25
 TD, 27.0N,  98.0W,25
 TD, 27.0N,  98.5W,25
 TD, 27.0N,  99.0W,-99
 TD, 31.0N,  63.5W,15
 TD, 31.5N,  64.0W,15
 TD, 32.0N,  64.5W,15
 TD, 32.6N,  64.9W,15
 TD, 33.5N,  65.0W,15
 TD, 34.6N,  64.6W,15
 TD, 36.0N,  63.5W,20
 TD, 37.7N,  61.8W,25
 TD, 39.5N,  60.0W,30
 TS, 40.5N,  58.5W,40
 TS, 41.5N,  56.0W,50
 TS, 43.4N,  52.6W,60
 HU, 46.0N,  49.0W,75
 HU, 50.0N,  46.0W,70
 HU, 53.0N,  45.0W,70
 HU, 55.7N,  43.8W,70
 HU, 58.0N,  43.0W,70
 TD, 25.5N,  84.5W,20
 TD, 25.8N,  84.8W,25
 TD, 26.2N,  85.2W,25
 TD, 26.6N,  85.6W,25
 TD, 27.0N,  86.0W,25
 TD, 27.2N,  86.5W,25
 TD, 27.5N,  87.0W,25
 TD, 27.8N,  87.5W,25
 TD, 28.0N,  88.0W,25
 TD, 28.6N,  88.6W,25
 TD, 29.2N,  89.2W,25
 TD, 29.8N,  89.8W,25
 TD, 30.5N,  90.5W,-99
 TD, 26.7N,  79.9W,20
 TD, 26.8N,  79.3W,20
 TD, 27.4N,  78.5W,20
 TD, 28.0N,  78.3W,25
 TD, 28.8N,  78.1W,25
 TD, 29.7N,  77.7W,30
 TD, 30.7N,  77.2W,30
 TD, 31.5N,  76.7W,30
 TD, 32.3N,  76.3W,30
 TD, 32.7N,  76.0W,30
 TD, 33.2N,  75.3W,30
 TD, 33.3N,  74.7W,30
 TD, 33.5N,  74.1W,30
 TD, 33.7N,  73.5W,30
 TD, 33.9N,  73.1W,30
 TD, 34.2N,  72.7W,30
 TS, 34.4N,  72.3W,45
 TS, 35.8N,  71.0W,55
 HU, 37.2N,  69.9W,70
 HU, 38.4N,  68.5W,70
 HU, 39.7N,  67.2W,75
 HU, 40.8N,  65.8W,75
 HU, 42.0N,  64.5W,65
 HU, 43.2N,  63.3W,65
 HU, 44.0N,  62.5W,65
 HU, 45.3N,  61.5W,65
 EX, 46.7N,  60.2W,60
 EX, 48.3N,  59.0W,50
 EX, 49.5N,  57.7W,45
 TD, 26.0N,  83.5W,20
 TD, 26.2N,  83.1W,25
 TD, 26.5N,  82.7W,25
 TD, 26.8N,  82.3W,25
 TD, 27.0N,  82.0W,20
 TD, 27.3N,  81.2W,20
 TD, 27.5N,  81.7W,20
 TD, 27.8N,  81.6W,20
 TD, 28.0N,  81.5W,20
 TD, 28.1N,  81.8W,20
 TD, 28.2N,  82.2W,20
 TD, 28.3N,  82.6W,25
 TD, 28.5N,  83.0W,25
 TD, 28.9N,  83.2W,25
 TD, 29.2N,  83.5W,25
 TD, 29.6N,  83.8W,25
 TD, 30.0N,  84.0W,-99
 TD, 13.0N,  52.5W,30
 TD, 13.2N,  55.0W,30
 TD, 13.5N,  57.0W,30
 TD, 13.8N,  59.0W,30
 TD, 14.0N,  60.7W,30
 TD, 14.2N,  62.0W,30
 TS, 14.3N,  63.5W,35
 TS, 14.8N,  65.0W,45
 TS, 15.0N,  66.5W,50
 TS, 15.4N,  67.7W,55
 TS, 16.0N,  69.5W,50
 TS, 16.0N,  71.5W,40
 TD, 15.5N,  73.5W,30
 TD, 15.0N,  75.0W,30
 TD, 14.8N,  76.0W,25
 TD, 14.8N,  77.0W,25
 TD, 15.0N,  78.0W,25
 TD, 15.2N,  79.0W,25
 TD, 15.6N,  80.0W,25
 TD, 16.0N,  81.0W,25
 TD, 16.5N,  82.0W,25
 TD, 17.0N,  83.0W,25
 TD, 17.4N,  84.0W,25
 TD, 17.8N,  85.0W,25
 TD, 17.9N,  86.0W,25
 TD, 18.0N,  86.8W,25
 TD, 18.0N,  87.5W,25
 TD, 18.0N,  88.0W,25
 TD, 18.0N,  88.5W,25
 TD, 11.5N,  47.0W,25
 TD, 11.6N,  48.0W,30
 TD, 11.7N,  49.0W,30
 TD, 11.8N,  50.0W,30
 TD, 12.0N,  51.0W,30
 TD, 12.2N,  52.2W,30
 TD, 12.8N,  53.4W,30
 TD, 13.2N,  54.8W,30
 TD, 14.0N,  56.0W,25
 TD, 14.8N,  57.5W,25
 TD, 15.7N,  59.0W,25
 TD, 16.5N,  60.8W,25
 TD, 17.3N,  62.4W,25
 TD, 18.0N,  64.0W,25
 TD, 18.6N,  65.4W,25
 TD, 19.2N,  66.9W,25
 TD, 19.8N,  68.3W,30
 TD, 20.4N,  69.8W,30
 TD, 21.0N,  71.0W,30
 TD, 21.8N,  72.2W,30
 TD, 22.5N,  73.2W,30
 TD, 23.2N,  74.2W,30
 TD, 24.2N,  75.1W,25
 TD, 25.4N,  75.6W,25
 TD, 26.8N,  76.4W,30
 TD, 28.2N,  77.0W,30
 TS, 29.2N,  77.2W,40
 TS, 31.0N,  77.2W,45
 TS, 32.8N,  77.2W,50
 TS, 34.8N,  76.8W,55
 TS, 36.5N,  76.5W,55
 TS, 38.5N,  75.3W,50
 TS, 41.2N,  73.7W,45
 TS, 43.8N,  71.8W,45
 EX, 46.0N,  70.0W,35
 EX, 48.0N,  68.0W,35
 TD, 24.0N,  73.0W,20
 TD, 24.2N,  74.1W,25
 TD, 24.5N,  75.2W,25
 TD, 24.8N,  76.4W,25
 TD, 25.0N,  77.5W,25
 TD, 25.2N,  78.6W,25
 TD, 25.5N,  79.7W,25
 TD, 25.8N,  80.9W,25
 TD, 26.0N,  82.0W,20
 TD, 26.2N,  83.5W,20
 TD, 26.5N,  85.0W,25
 TD, 26.8N,  86.5W,25
 TD, 27.0N,  88.0W,25
 TD, 27.7N,  88.7W,25
 TD, 28.5N,  89.5W,25
 TD, 29.2N,  90.2W,25
 TD, 30.0N,  91.0W,-99
 TD, 27.5N,  87.5W,25
 TD, 27.7N,  87.7W,25
 TD, 28.0N,  88.0W,25
 TD, 28.2N,  88.6W,25
 TD, 28.6N,  89.0W,25
 TD, 29.0N,  89.3W,25
 TD, 29.5N,  89.5W,25
 TD, 30.1N,  89.6W,25
 TD, 30.7N,  89.8W,25
 TD, 30.6N,  89.9W,25
 TD, 30.3N,  90.0W,25
 TD, 29.9N,  90.3W,25
 TD, 29.5N,  90.5W,25
 TD, 29.0N,  91.0W,25
 TD, 28.6N,  91.3W,25
 TD, 28.1N,  91.6W,25
 TD, 27.7N,  92.0W,30
 TD, 27.3N,  92.3W,30
 TS, 26.9N,  92.6W,40
 TS, 26.6N,  92.8W,45
 TS, 26.4N,  93.1W,50
 TS, 26.3N,  93.4W,55
 HU, 26.4N,  93.7W,65
 HU, 26.7N,  94.0W,80
 HU, 27.1N,  94.3W,80
 HU, 27.5N,  94.5W,75
 HU, 28.0N,  94.8W,70
 HU, 28.5N,  95.3W,65
 TS, 28.5N,  96.0W,60
 TS, 28.3N,  96.5W,60
 TS, 28.0N,  96.9W,55
 TS, 27.7N,  97.3W,55
 TS, 27.5N,  97.6W,45
 TS, 27.3N,  98.0W,40
 TS, 27.1N,  98.4W,35
 TS, 27.1N,  98.8W,35
 TS, 27.0N,  99.2W,35
 TD, 26.9N,  99.7W,30
 TD, 26.9N, 100.3W,25
 TD, 13.5N,  17.5W,20
 TD, 13.5N,  18.5W,20
 TD, 13.5N,  19.5W,25
 TD, 13.5N,  20.0W,25
 TD, 13.5N,  21.0W,30
 TD, 13.6N,  21.6W,30
 TD, 13.7N,  22.3W,30
 TD, 13.8N,  24.1W,30
 TD, 14.0N,  25.5W,30
 TD, 14.4N,  26.9W,30
 TD, 14.8N,  28.3W,30
 TD, 15.1N,  29.6W,30
 TD, 15.5N,  31.0W,25
 TD, 15.8N,  32.2W,25
 TD, 16.2N,  33.5W,25
 TD, 16.6N,  33.5W,25
 TD, 17.0N,  36.0W,25
 TD, 17.0N,  37.2W,25
 TD, 17.0N,  38.5W,20
 TD, 17.0N,  39.7W,20
 TD, 17.0N,  41.0W,20
 TD, 17.0N,  42.5W,20
 TD, 11.4N,  58.0W,25
 TD, 11.6N,  59.4W,30
 TD, 11.8N,  61.1W,30
 TD, 12.0N,  62.8W,30
 TD, 12.2N,  64.4W,25
 TD, 12.3N,  66.0W,25
 TD, 12.5N,  67.7W,25
 TS, 12.7N,  69.1W,35
 TS, 12.9N,  70.9W,45
 TS, 13.0N,  72.3W,60
 HU, 13.2N,  73.8W,65
 HU, 13.6N,  75.3W,65
 HU, 13.8N,  77.2W,75
 HU, 14.0N,  78.8W,90
 HU, 14.2N,  80.5W,105
 HU, 14.4N,  81.9W,120
 HU, 14.8N,  83.2W,140
 HU, 15.2N,  84.1W,100
 HU, 15.5N,  84.9W,80
 HU, 15.9N,  85.8W,70
 HU, 16.5N,  86.9W,65
 TS, 17.3N,  87.8W,60
 TS, 18.1N,  88.4W,60
 TS, 18.6N,  89.2W,45
 TS, 19.3N,  89.9W,35
 TS, 19.8N,  90.5W,35
 TS, 20.7N,  91.4W,35
 TS, 21.5N,  92.2W,35
 TS, 21.9N,  92.9W,35
 TS, 22.1N,  93.3W,35
 TS, 22.3N,  94.2W,45
 TS, 22.9N,  95.1W,40
 TS, 23.1N,  96.1W,40
 TS, 23.3N,  96.9W,45
 TS, 23.4N,  97.6W,45
 TS, 23.7N,  97.8W,45
 TS, 23.9N,  97.8W,45
 TS, 24.2N,  97.6W,45
 TS, 24.7N,  97.2W,45
 TS, 25.3N,  96.8W,50
 HU, 26.2N,  96.2W,65
 HU, 27.3N,  95.4W,70
 HU, 28.4N,  94.6W,80
 HU, 29.5N,  93.1W,85
 TS, 30.5N,  91.6W,60
 TS, 31.8N,  89.9W,40
 TD, 32.3N,  89.0W,30
 TD, 32.9N,  87.8W,25
 TD, 33.3N,  87.0W,25
 TD, 33.7N,  85.8W,25
 TD, 34.0N,  84.7W,25
 TD, 25.5N,  71.5W,25
 TD, 25.2N,  71.2W,25
 TD, 25.0N,  71.0W,25
 TD, 24.8N,  70.8W,25
 TD, 24.6N,  70.5W,25
 TD, 24.4N,  70.3W,25
 TD, 24.3N,  69.9W,25
 TD, 24.7N,  69.3W,25
 TD, 25.2N,  68.8W,25
 TD, 25.5N,  68.5W,25
 TD, 25.9N,  68.2W,25
 TD, 26.3N,  68.0W,25
 TD, 26.6N,  67.9W,25
 TD, 26.8N,  67.7W,25
 TD, 27.0N,  67.6W,25
 TD, 27.3N,  67.4W,30
 TD, 27.6N,  67.0W,30
 TD, 27.7N,  66.6W,30
 TS, 27.7N,  66.1W,40
 TS, 27.7N,  65.5W,45
 TS, 27.7N,  65.0W,50
 TS, 27.8N,  64.2W,55
 HU, 27.9N,  63.3W,65
 HU, 28.3N,  62.4W,65
 HU, 28.9N,  61.6W,70
 HU, 29.6N,  60.7W,75
 HU, 30.3N,  59.9W,75
 HU, 31.1N,  59.0W,80
 HU, 31.7N,  58.2W,80
 HU, 32.3N,  57.2W,85
 HU, 32.7N,  56.1W,85
 HU, 33.0N,  54.9W,90
 HU, 33.3N,  53.3W,95
 HU, 33.6N,  52.7W,90
 HU, 33.7N,  50.1W,85
 HU, 33.3N,  48.3W,80
 HU, 33.0N,  48.4W,75
 HU, 32.9N,  48.7W,75
 HU, 32.8N,  49.1W,70
 HU, 32.7N,  49.4W,70
 HU, 32.7N,  49.6W,70
 HU, 32.7N,  49.8W,70
 HU, 32.7N,  50.1W,65
 HU, 32.7N,  50.5W,65
 HU, 32.7N,  51.0W,65
 HU, 32.7N,  51.5W,65
 HU, 32.7N,  51.9W,65
 HU, 32.6N,  52.2W,65
 HU, 32.5N,  52.4W,65
 HU, 32.3N,  52.6W,65
 HU, 32.1N,  52.8W,65
 HU, 31.8N,  52.8W,65
 HU, 31.4N,  52.6W,65
 HU, 31.0N,  52.2W,65
 HU, 31.0N,  51.7W,65
 HU, 31.2N,  51.6W,65
 HU, 31.4N,  51.7W,65
 HU, 31.6N,  51.8W,65
 HU, 31.7N,  52.0W,65
 HU, 31.8N,  52.4W,65
 HU, 31.7N,  53.0W,65
 HU, 31.6N,  53.5W,65
 HU, 31.5N,  54.2W,65
 HU, 31.4N,  55.2W,65
 HU, 31.3N,  56.5W,65
 HU, 31.3N,  57.8W,65
 HU, 31.2N,  59.2W,65
 HU, 31.1N,  60.3W,80
 HU, 31.0N,  61.5W,80
 HU, 30.9N,  62.8W,80
 HU, 30.8N,  64.0W,75
 HU, 30.5N,  65.1W,75
 HU, 30.1N,  66.2W,75
 HU, 30.0N,  67.1W,75
 HU, 30.0N,  67.5W,70
 HU, 29.9N,  67.8W,70
 HU, 29.8N,  68.2W,70
 HU, 29.6N,  68.4W,70
 HU, 29.4N,  68.5W,75
 HU, 29.2N,  68.6W,75
 HU, 28.8N,  68.8W,75
 HU, 28.4N,  69.0W,70
 HU, 28.2N,  69.3W,65
 HU, 28.0N,  69.7W,70
 HU, 27.9N,  70.2W,70
 HU, 28.0N,  70.4W,75
 HU, 28.2N,  70.6W,80
 HU, 28.4N,  70.9W,80
 HU, 28.7N,  71.0W,80
 HU, 29.1N,  71.1W,80
 HU, 29.5N,  71.3W,80
 HU, 30.0N,  71.7W,85
 HU, 30.5N,  72.2W,85
 HU, 31.0N,  72.8W,90
 HU, 31.6N,  73.5W,90
 HU, 32.3N,  74.4W,90
 HU, 32.9N,  75.0W,85
 HU, 33.5N,  75.5W,80
 HU, 34.0N,  76.0W,75
 HU, 34.5N,  76.5W,65
 TS, 34.7N,  77.0W,60
 TS, 34.8N,  77.5W,55
 TS, 34.9N,  78.0W,45
 TD, 35.2N,  78.2W,30
 TD, 35.6N,  78.3W,30
 TD, 36.2N,  78.2W,30
 TD, 36.8N,  78.1W,30
 TD, 37.2N,  77.7W,30
 TD, 37.3N,  76.8W,30
 EX, 37.2N,  75.9W,30
 EX, 37.0N,  75.0W,30
 EX, 36.7N,  74.1W,30
 EX, 36.4N,  73.3W,30
 EX, 36.1N,  72.7W,30
 EX, 35.9N,  72.0W,25
 EX, 35.8N,  71.3W,25
 EX, 35.7N,  70.6W,25
 EX, 35.7N,  69.9W,25
 TD, 28.5N,  73.5W,20
 TD, 29.2N,  73.2W,20
 TD, 30.0N,  73.0W,25
 TD, 30.7N,  73.2W,25
 TD, 31.5N,  73.5W,25
 TD, 31.8N,  75.6W,25
 TD, 32.1N,  75.7W,25
 TD, 32.5N,  76.8W,25
 TD, 33.0N,  78.0W,25
 TD, 32.9N,  78.7W,20
 TD, 32.8N,  79.5W,20
 TD, 32.7N,  80.2W,20
 TD, 32.5N,  81.0W,-99
 TD, 16.0N,  16.0W,20
 TD, 16.0N,  18.0W,20
 TD, 16.0N,  20.0W,25
 TD, 16.0N,  22.0W,25
 TD, 16.0N,  24.0W,25
 TD, 16.0N,  25.4W,25
 TD, 16.0N,  26.8W,30
 TD, 16.0N,  28.1W,30
 TD, 16.0N,  29.5W,30
 TD, 16.2N,  31.0W,30
 TD, 16.5N,  32.5W,30
 TD, 16.7N,  33.0W,25
 TD, 17.0N,  35.5W,25
 TD, 17.3N,  37.4W,25
 TD, 17.7N,  39.2W,25
 TD, 18.1N,  41.1W,20
 TD, 18.5N,  43.0W,20
 TD, 27.1N,  72.0W,30
 TD, 27.2N,  72.3W,30
 TD, 27.5N,  72.8W,30
 TD, 27.9N,  73.3W,30
 TD, 28.6N,  73.8W,30
 TS, 29.2N,  74.0W,40
 TS, 30.0N,  73.9W,45
 TS, 30.8N,  73.5W,45
 TS, 31.7N,  72.8W,45
 TS, 32.7N,  72.0W,45
 TS, 33.8N,  71.3W,45
 TS, 35.3N,  70.3W,50
 TS, 37.1N,  69.9W,55
 TS, 39.4N,  69.3W,50
 TS, 41.6N,  68.8W,50
 TS, 43.7N,  68.7W,40
 TD, 45.5N,  69.0W,25
 TD, 11.0N,  48.5W,25
 TD, 11.3N,  50.3W,25
 TD, 11.8N,  52.2W,25
 TD, 12.1N,  53.8W,25
 TD, 12.5N,  55.0W,25
 TD, 12.5N,  56.5W,25
 TD, 12.5N,  57.8W,25
 TD, 12.5N,  59.0W,25
 TD, 12.3N,  59.8W,25
 TD, 12.2N,  60.3W,25
 TD, 12.1N,  60.8W,25
 TD, 12.0N,  61.4W,25
 TD, 11.9N,  62.1W,25
 TD, 11.7N,  63.0W,30
 TD, 11.5N,  64.0W,30
 TD, 11.4N,  65.0W,30
 TD, 11.5N,  66.2W,30
 TD, 11.9N,  67.5W,30
 TD, 12.2N,  69.0W,30
 TD, 12.5N,  70.5W,30
 TD, 12.6N,  71.7W,30
 TS, 12.5N,  73.0W,35
 TS, 12.4N,  74.5W,35
 TS, 12.3N,  76.0W,40
 TS, 12.1N,  77.5W,45
 TS, 12.0N,  79.0W,50
 TS, 11.7N,  80.5W,55
 TS, 11.5N,  81.5W,60
 HU, 11.4N,  82.3W,70
 HU, 11.3N,  82.9W,65
 HU, 11.4N,  83.5W,65
 TS, 11.5N,  84.3W,60
 TS, 11.7N,  85.0W,50
 TD, 11.9N,  85.8W,30
 TD, 12.2N,  86.5W,30
 TS, 12.3N,  87.2W,35
 TS, 12.5N,  87.9W,35
 TD, 11.5N,  38.8W,25
 TD, 11.6N,  40.9W,25
 TD, 11.7N,  42.7W,30
 TD, 11.8N,  44.3W,30
 TS, 12.0N,  45.8W,40
 TS, 12.4N,  47.2W,40
 TS, 13.1N,  48.5W,55
 TS, 13.7N,  49.9W,55
 TS, 14.4N,  51.2W,50
 TS, 15.0N,  52.6W,50
 TS, 15.8N,  53.9W,45
 TS, 16.3N,  55.2W,45
 TS, 17.1N,  57.0W,35
 TD, 18.1N,  58.6W,30
 TD, 19.4N,  60.0W,30
 TD, 17.5N,  84.5W,20
 TD, 17.7N,  85.0W,25
 TD, 18.0N,  85.5W,25
 TD, 18.2N,  86.0W,25
 TD, 18.5N,  86.5W,25
 TD, 18.7N,  87.0W,25
 TD, 19.0N,  87.5W,20
 TD, 19.3N,  88.0W,20
 TD, 19.5N,  88.5W,20
 TD, 19.8N,  89.1W,20
 TD, 20.2N,  89.7W,20
 TD, 20.6N,  90.3W,20
 TD, 21.0N,  91.0W,20
 TD, 21.5N,  90.5W,25
 TD, 22.0N,  90.0W,25
 TD, 22.5N,  89.5W,25
 TD, 23.0N,  89.0W,25
 TD, 23.3N,  88.0W,25
 TD, 23.7N,  87.0W,25
 TD, 24.1N,  86.0W,25
 TD, 24.5N,  85.0W,25
 TD, 24.7N,  84.8W,25
 TD, 25.0N,  84.5W,25
 TD, 25.3N,  84.2W,25
 TD, 25.5N,  84.0W,25
 TD, 26.0N,  84.1W,25
 TD, 26.5N,  84.1W,25
 TD, 27.0N,  84.3W,25
 TD, 27.5N,  84.5W,25
 TD, 28.1N,  84.6W,25
 TD, 28.7N,  84.7W,25
 TD, 29.3N,  84.8W,25
 TD, 30.0N,  85.0W,-99
 TD, 25.0N,  58.5W,25
 TD, 26.0N,  58.0W,25
 TD, 27.0N,  57.6W,25
 TD, 28.0N,  57.3W,25
 TD, 29.1N,  57.1W,25
 TD, 30.0N,  56.8W,25
 TD, 31.1N,  56.3W,25
 TD, 32.5N,  54.7W,30
 TS, 33.5N,  52.8W,35
 TS, 34.8N,  49.8W,35
 TS, 35.4N,  47.1W,45
 TS, 36.4N,  42.9W,45
 TS, 36.7N,  38.3W,40
 EX, 37.0N,  34.6W,40
 EX, 38.2N,  30.8W,40
 EX, 40.5N,  28.9W,40
 TD, 12.0N,  78.5W,25
 TD, 12.3N,  78.8W,30
 TD, 12.7N,  79.0W,30
 TD, 13.3N,  79.6W,30
 TD, 13.8N,  80.0W,30
 TD, 14.5N,  80.6W,30
 TD, 15.2N,  81.3W,30
 TD, 16.0N,  82.0W,30
 TS, 16.6N,  82.5W,35
 TS, 17.4N,  83.2W,40
 TS, 18.2N,  83.6W,40
 TS, 19.0N,  83.8W,45
 TS, 19.8N,  84.0W,55
 TS, 20.4N,  84.1W,60
 TS, 21.0N,  84.0W,60
 TS, 21.4N,  83.8W,60
 TS, 21.7N,  83.5W,60
 TS, 21.4N,  83.4W,60
 TS, 21.1N,  83.3W,60
 TS, 20.5N,  83.5W,60
 TS, 20.1N,  83.9W,60
 TS, 19.9N,  84.2W,60
 TS, 19.7N,  84.4W,55
 TS, 19.8N,  84.7W,50
 TS, 19.9N,  85.0W,50
 TS, 19.9N,  85.2W,50
 TS, 19.7N,  85.5W,50
 TS, 19.4N,  85.5W,45
 TS, 19.1N,  85.5W,45
 TS, 18.6N,  85.7W,45
 TS, 18.2N,  86.1W,40
 TS, 17.9N,  86.5W,50
 TS, 17.6N,  87.2W,55
 TS, 17.2N,  87.7W,60
 TS, 16.7N,  88.2W,60
 TS, 16.3N,  88.6W,60
 TS, 16.0N,  89.0W,60
 TS, 15.7N,  89.4W,60
 TD, 15.3N,  90.0W,30
 SD, 31.2N,  78.2W,25
 SD, 31.7N,  77.0W,30
 SD, 32.2N,  76.6W,30
 SD, 32.9N,  76.2W,30
 SD, 33.5N,  75.7W,30
 SD, 34.0N,  75.4W,30
 SD, 34.3N,  75.1W,30
 SD, 34.4N,  74.6W,30
 SD, 34.2N,  74.1W,30
 SS, 34.0N,  73.5W,45
 SS, 32.5N,  74.6W,50
 SS, 31.6N,  75.7W,60
 SS, 31.4N,  75.9W,55
 SS, 31.2N,  76.2W,50
 SS, 30.8N,  77.1W,45
 SS, 30.6N,  78.4W,55
 SS, 30.8N,  80.1W,50
 SD, 31.0N,  81.7W,30
 SD, 30.5N,  83.0W,30
 SD, 29.8N,  84.0W,30
 SD, 29.2N,  84.7W,30
 SD, 28.8N,  85.0W,25
 SD, 28.4N,  85.2W,25
 SD, 27.8N,  85.5W,25
 TD, 20.0N,  89.0W,25
 TD, 20.0N,  88.7W,25
 TD, 20.0N,  88.4W,25
 TD, 20.0N,  88.1W,25
 TD, 20.0N,  87.8W,25
 TD, 20.0N,  87.4W,30
 TD, 20.0N,  87.0W,30
 TD, 20.0N,  86.6W,30
 TS, 20.0N,  86.2W,40
 TS, 20.2N,  85.8W,45
 TS, 20.5N,  85.5W,50
 TS, 20.9N,  85.3W,50
 TS, 21.4N,  85.2W,50
 TS, 21.9N,  85.3W,55
 TS, 22.4N,  85.4W,60
 TS, 23.0N,  85.5W,60
 HU, 23.8N,  85.6W,65
 HU, 24.8N,  85.7W,65
 HU, 26.0N,  85.7W,75
 HU, 27.2N,  85.7W,75
 HU, 28.5N,  85.7W,75
 HU, 29.6N,  85.6W,65
 TS, 30.5N,  85.2W,45
 TD, 31.4N,  84.7W,30
 TD, 32.2N,  83.8W,30
 TD, 32.9N,  82.8W,30
 TD, 33.5N,  81.7W,30
 TD, 33.8N,  80.2W,30
 TD, 34.4N,  79.0W,30
 TS, 35.2N,  77.6W,40
 TS, 35.8N,  75.7W,45
 TS, 36.9N,  74.3W,50
 TS, 38.2N,  73.1W,60
 TS, 40.2N,  73.4W,55
 TS, 41.7N,  74.5W,45
 TD, 27.5N,  69.0W,20
 TD, 28.0N,  68.5W,25
 TD, 28.5N,  68.0W,25
 TD, 29.2N,  67.5W,25
 TD, 29.8N,  67.0W,25
 TD, 30.4N,  66.5W,25
 TD, 31.0N,  66.0W,20
 TD, 31.5N,  65.5W,20
 TD, 27.0N,  78.5W,20
 TD, 28.1N,  78.5W,25
 TD, 29.2N,  78.5W,25
 TD, 30.3N,  78.5W,25
 TD, 31.5N,  78.5W,25
 TD, 32.1N,  78.4W,25
 TD, 32.7N,  78.3W,25
 TD, 33.3N,  78.2W,25
 TD, 34.0N,  78.0W,25
 TD, 34.8N,  77.5W,-99
 TD, 37.0N,  38.5W,20
 TD, 37.4N,  39.1W,20
 TD, 37.8N,  39.7W,25
 TD, 38.1N,  40.3W,25
 TD, 38.5N,  41.0W,25
 TD, 38.5N,  41.5W,25
 TD, 38.5N,  42.0W,25
 TD, 38.5N,  42.5W,25
 TD, 38.5N,  43.0W,20
 TD, 38.2N,  43.1W,20
 TD, 38.0N,  43.2W,20
 TD, 37.7N,  43.3W,20
 TD, 37.5N,  43.5W,20
 TD, 37.8N,  41.8W,25
 TD, 38.2N,  40.2W,25
 TD, 38.6N,  38.6W,25
 TD, 39.0N,  37.0W,25
 TD, 39.5N,  35.5W,20
 TD, 29.0N,  57.0W,20
